Position	A1	A2	B1	B2
1:84095823	0	0	0	0
1:145682696	84.6	91.1	96.9	97.2
1:75614839	0	0	0	0
1:131351511	0	0	0	0
1:143048279	0	0	0	0
1:136121778	0	0	30	27.2
1:24749998	85	70	0	3.5
1:52550142	0	0	0	0
1:5235332	72	84.4	3.4	0
1:80187231	0	0	0	0
1:145040513	30	19	0	0
1:83539807	0	0	0	0
1:112605572	100	100	100	85.7
1:83591481	0	0	0	0
1:147616090	93.7	100	93.7	100
1:37867064	0	0	0	6.2
1:83148971	26.6	20	100	90.9
1:80661728	100	100	16.6	12.5
1:128773490	0	0	0	0
1:150029236	89.4	100	50	48.3
1:145695760	0	0	0	0
1:128085723	4.5	4.7	0	0
1:122910734	0	0	0	0
1:146650252	0	0	0	0
1:144428418	9	12.1	100	100
1:21597786	0	0	0	0
1:150690965	0	0	0	0
1:119985618	0	3.7	0	0
1:152872987	0	0	0	0
1:147565374	100	90.9	8.3	0
1:111681664	0	0	0	0
1:146114747	100	100	100	100
1:108237497	0	0	0	0
1:44841900	30.7	35.2	96.2	100
1:153213764	88.5	92.4	58.4	54.1
1:52549347	0	0	0	0
1:1188402	0	0	0	0
1:147357166	100	100	100	100
1:68690406	91.6	85	100	96
1:70996487	0	0	0	0
1:147221470	92.8	100	91.6	95
1:155644297	95.2	92.3	96.9	100
1:45489315	0	0	0	0
1:3581874	82.3	76.4	83.3	86.6
1:81463836	10	0	0	0
1:58458631	95.2	94.7	90.4	100
1:42531293	0	0	0	0
1:67028748	0	16.6	0	0
1:145704983	93.3	94.7	100	100
1:147588525	59	63.3	100	93.3
1:133439584	0	0	0	0
1:138960289	100	82.3	69.2	75
1:155644336	100	97.4	100	100
1:66038347	0	0	0	0
1:52549057	0	0	0	0
1:153209086	92.2	87.6	30.6	21
1:120129867	0	0	7.1	0
1:98396568	0	0	6.2	20
1:146490349	88.2	82.7	0	0
1:144535876	100	100	100	100
1:111642752	57.1	95.6	100	94.1
1:130870554	50	52.6	100	100
1:146036043	75	95	100	100
1:145075331	0	0	0	0
1:128168887	0	0	0	0
1:157907496	84.2	90	6.2	0
1:83316990	93.3	92.3	15.3	27.2
1:150455527	100	100	96.4	93.5
1:126987191	0	0	0	0
1:71406523	0	0	0	0
1:143571138	95	94.1	100	100
1:147654178	0	0	0	0
1:98510502	31.8	65.3	0	0
1:132968756	95.2	95	100	96.6
1:154923198	0	0	0	3.2
1:126875009	0	0	0	0
1:26954538	3.7	3.7	0	0
1:157269130	0	0	0	0
1:146915572	100	91.3	93.7	78.9
1:152381214	92.8	88.2	0	5
1:65802299	0	0	0	0
1:77596187	0	0	0	0
1:69916926	0	0	0	0
1:118200934	90.9	96.5	97.3	100
1:148347472	16.6	35.2	0	0
1:88161164	0	0	0	0
1:154835771	34.7	66.6	94.1	96.1
1:24984166	100	100	100	100
1:146650315	0	0	0	0
1:126744913	18.7	21.8	5.8	0
1:41699941	0	0	0	0
1:143742212	100	100	70.3	40
1:156900051	94.7	94.8	0	0
1:77752900	0	0	0	0
1:107774000	0	0	0	0
1:155701351	100	92.8	93.3	94.1
1:111856010	0	0	0	0
1:146049434	92.8	82.3	100	100
1:5279973	70.4	80	13.3	4.6
1:146677740	100	100	100	100
1:146211139	92.3	100	100	100
1:108551381	0	3.3	0	7.4
1:56306800	0	0	0	0
1:144936621	100	100	92.3	100
1:69105132	92.8	89.6	95.4	100
1:125498507	92.2	89.3	12.4	12
1:98140854	0	0	0	0
1:83294766	0	0	0	0
1:151847978	10.5	27.7	0	0
1:150161376	95.4	100	100	100
1:80673381	100	95.2	0	0
1:134190505	0	0	0	0
1:80908194	100	96	94.7	90.4
1:144076161	86.3	85.7	65.8	54.4
1:83540118	0	3.5	0	0
1:150047889	0	0	0	0
1:148056966	0	0	0	0
1:132075313	0	0	0	0
1:147306330	91.6	100	100	100
1:154201862	43.7	92	100	94.7
1:6517436	0	0	0	0
1:11274364	54	61.6	18.4	11.9
1:151147093	100	90	94.4	100
1:479116	0	0	0	0
1:1626598	0	4	0	0
1:155472462	100	95.2	91.6	72.7
1:44919733	94.4	100	30.4	19.2
1:96784899	87.5	100	100	90.9
1:143633784	0	0	0	0
1:147654105	0	0	0	0
1:144005667	4.7	13.7	3	4.5
1:148775564	0	0	0	0
1:115480010	0	0	0	0
1:45281006	0	0	0	0
1:144524525	100	100	100	96.9
1:155989709	100	100	100	100
1:26087746	0	0	0	0
1:136182788	0	0	0	0
1:150435941	100	96.1	100	100
1:145209964	100	100	100	100
1:155169083	100	100	92.3	87.5
1:145195735	93.7	100	100	100
1:108580857	100	100	100	100
1:144097485	92.6	92.4	43.3	48.1
1:131243934	3.7	0	0	0
1:75222003	100	90.4	94.4	96
1:144428059	66.6	67.5	100	85.7
1:72020136	0	0	0	0
1:2862573	100	100	100	100
1:116428249	0	0	0	0
1:83500785	0	0	0	0
1:100159101	0	0	0	0
1:146260157	84.6	100	92.8	100
1:74205982	76.9	87.5	90.6	100
1:8146636	86.6	80	100	100
1:153203417	83.6	81.3	8.4	11.4
1:80225405	100	100	0	0
1:145807445	94.1	100	100	100
1:155786518	100	100	100	100
1:32043096	71.4	77.7	50	46.1
1:146490555	0	0	0	0
1:84440835	0	0	0	0
1:66037617	4.5	0	0	0
1:145770036	0	4.5	0	0
1:44965104	0	0	0	0
1:143829513	100	92.8	100	100
1:133439449	0	0	0	0
1:146311158	18.1	47	91.6	100
1:128901480	100	100	3.4	0
1:56844027	0	0	0	0
1:150057911	36.3	52.3	0	0
1:154418935	0	0	5.2	9.5
1:80110475	100	100	100	96.2
1:154089112	100	100	86.6	63.6
1:145152105	0	0	0	0
1:178598	20	9.5	0	0
1:155741369	90.9	100	70.5	31
1:93992399	76.9	72.2	94.1	97.2
1:83425877	0	0	4.5	0
1:146390108	100	100	100	89.4
1:154070703	100	100	100	100
1:146576279	100	100	100	100
1:97308315	0	0	0	0
1:150360176	0	0	0	0
1:134456061	0	0	0	0
1:144811567	0	0	0	0
1:146114734	100	93.3	91.6	90
1:155990982	100	100	72.7	84.6
1:70996550	0	0	0	0
1:18720279	0	0	0	0
1:2067326	0	0	0	0
1:132447026	0	0	0	0
1:130109020	6.6	4.3	0	0
1:98211054	0	0	0	0
1:152398180	100	91.3	100	100
1:128679773	0	0	0	5
1:128916876	0	0	0	0
1:144728665	100	92.3	100	100
1:128772385	0	0	0	0
1:149485140	95.4	100	100	100
1:71331115	100	100	100	81.2
1:146628995	100	100	100	100
1:145041571	0	0	0	0
1:115836598	0	0	0	0
1:148776494	0	0	0	0
1:143597896	100	100	100	96.4
1:145151382	0	0	0	0
1:3258440	0	0	0	0
1:150943954	0	0	0	3.5
1:44331567	0	0	8.3	0
1:2457808	90.9	95.2	65.2	64.2
1:73741580	0	0	0	0
1:144005770	3.8	0	0	0
1:134189206	0	0	0	0
1:144795072	94.1	95.4	100	95.4
1:147945743	100	96	95.4	100
1:155188234	58.3	52.6	100	100
1:44965065	0	0	0	0
1:45066179	0	10	0	0
1:138646724	100	100	100	100
1:135805926	90	76.4	0	0
1:121855100	7.6	7.6	0	0
1:71516428	0	0	0	0
1:83591947	0	0	0	0
1:85935984	5.8	0	0	0
1:153319460	100	100	100	100
1:329374	76.9	88.2	100	100
1:152361517	0	0	96.7	42.3
1:2849335	100	90.9	100	100
1:155840830	94.4	100	100	100
1:127736499	0	0	6.2	0
1:107859308	93.7	96.2	90	100
1:117952837	0	0	7.6	0
1:151166837	100	95.8	4.5	0
1:94742093	0	0	0	0
1:139357909	88.2	87.5	0	3.3
1:136832258	0	0	0	0
1:71710451	5.5	5.8	0	0
1:143741980	100	100	33.3	52.6
1:132449929	20.6	31.8	0	0
1:64487716	0	0	0	0
1:96246203	0	4.3	0	0
1:144845486	0	0	0	0
1:147412244	100	100	100	100
1:143633240	0	0	0	0
1:140046246	0	0	0	0
1:88075442	0	0	0	0
1:146831825	100	95.2	90.9	96.1
1:68038264	100	94.4	100	100
1:129041531	0	0	0	0
1:52432482	0	0	0	0
1:148177116	0	7.1	0	0
1:50881334	0	2.5	0	0
1:144087611	92.5	60.5	63.6	64.4
1:68422667	0	0	0	0
1:155840879	94.4	95.4	100	94.4
1:146915381	85.7	100	100	92.3
1:31242602	13.3	4.5	3.7	6.8
1:112897005	95.4	82.1	95.8	96.5
1:145375259	63.8	56.3	9.8	5
1:5268526	92.5	90.3	21.8	16.6
1:150029602	100	100	38	39.3
1:154146627	89.4	95.4	100	90.4
1:143990703	0	0	0	0
1:95200292	0	0	0	0
1:147133362	5.2	0	0	0
1:3121875	5.5	0	0	0
1:146508140	100	95.4	100	100
1:119985154	0	0	0	2.7
1:148807009	100	90	100	94.4
1:76716870	92.8	100	87.5	58.3
1:11274649	77.2	75	17.8	13.9
1:145040747	6	3.1	0	0
1:151554638	94.1	75	100	100
1:157171889	100	100	0	0
1:97845616	0	0	0	0
1:108551323	0	0	0	0
1:61436839	81.2	81.8	92.3	100
1:155801973	100	96.9	0	0
1:156247762	100	53.3	70	85.7
1:18909366	0	0	0	0
1:100157842	0	0	0	4.5
1:80453019	86.6	100	92.8	88.2
1:90015667	93.3	90.9	100	100
1:80179425	0	0	0	0
1:147357285	75	81.8	96.4	100
1:130589058	0	0	3.4	0
1:147587097	76.4	100	5.2	0
1:145174781	25	9	40	45.4
1:68278467	56.2	50	9	0
1:131244098	0	0	0	0
1:144329670	92.8	100	100	100
1:128900893	100	100	0	0
1:401247	15.3	0	0	0
1:128679730	0	0	0	0
1:146839717	100	100	100	100
1:145174025	100	100	100	100
1:65802797	0	0	0	0
1:157227242	100	90.9	100	100
1:88417869	0	0	3.7	0
1:150587596	92	91.6	0	0
1:2917874	0	0	0	0
1:5277969	95.2	95.8	42.4	30.6
1:155840868	100	100	100	88.8
1:46420459	0	0	0	0
1:152964997	59	69.5	100	100
1:155685673	94.1	96.1	0	4.5
1:150047521	0	0	0	0
1:130865073	90	88.2	93.7	96.2
1:144005929	0	0	0	0
1:68306593	21	15.3	0	4.1
1:146578406	100	100	100	100
1:72936660	100	90.6	100	96.1
1:126874534	0	0	0	0
1:150439801	64.7	95.4	5.2	0
1:154187651	0	0	0	0
1:83473922	90	100	100	100
1:71312647	100	100	54.5	40
1:143742188	100	94.4	25.9	25.7
1:145861967	100	96.1	92.8	64.2
1:109757852	0	0	0	0
1:95185590	21.4	0	3.5	0
1:85951536	0	3.5	0	2.1
1:80647363	92.8	90.9	56.5	62.9
1:3049936	0	0	0	0
1:125884256	0	0	0	0
1:36722008	0	0	0	0
1:112605604	100	93.3	93.3	100
1:70032289	100	100	100	100
1:154099561	76.4	90	100	100
1:50315158	0	0	10	10.5
1:35660896	0	0	0	0
1:144887682	100	100	100	100
1:152872944	0	0	0	0
1:67613518	0	0	0	0
1:146946767	0	0	0	0
1:45281009	0	0	0	0
1:143740846	100	85.7	13	12.1
1:144729576	0	0	0	0
1:131249444	3.8	5.8	0	0
1:141673141	100	88	100	97.3
1:117572586	100	100	100	100
1:67962553	0	4.7	0	0
1:142875032	0	0	0	0
1:119985562	0	0	0	0
1:1822592	9.5	17.6	0	0
1:3579619	58.3	63.6	100	100
1:75488357	0	0	0	0
1:109722177	0	0	0	0
1:130653915	0	0	7.1	11.7
1:2205178	0	0	5.8	0
1:136055075	0	3.8	0	0
1:145614013	100	100	94.1	93.3
1:69866653	83.3	91.3	100	94.7
1:127827978	0	0	0	0
1:155684443	94.1	95.6	25	30.9
1:147409812	70	100	93.7	100
1:131156136	100	96.4	0	0
1:111856828	0	0	0	0
1:57786678	0	0	0	0
1:154737280	71.4	44	0	0
1:147752726	100	100	100	100
1:1407399	0	0	0	0
1:144690318	0	0	0	0
1:18993406	0	4.1	0	0
1:84441671	0	0	0	0
1:111685547	0	0	0	3
1:18719411	0	0	0	0
1:667118	100	100	90	100
1:136067535	91.6	86.6	100	100
1:44926555	95.8	100	96.4	100
1:154266476	81.2	93.7	94.7	100
1:68421339	0	0	0	0
1:20871120	0	0	0	0
1:146844016	0	0	0	0
1:147021750	88.8	86.3	100	100
1:71332059	92.3	100	100	85.7
1:155737181	100	92.3	95.6	96.4
1:146559023	0	0	0	0
1:155681754	0	15.3	91.6	100
1:147475659	81.2	92.5	95.8	100
1:144046532	100	100	88.8	100
1:44700280	100	96.2	96.8	100
1:121868301	16.6	18.7	0	0
1:133030328	75	93.7	100	100
1:59420407	95.8	94.4	30.5	9.6
1:151808160	100	93.3	100	100
1:83066802	100	100	100	100
1:110941002	0	6.2	0	4
1:115479863	0	0	0	0
1:1187825	0	0	0	0
1:126987422	0	0	0	0
1:136960774	0	0	0	0
1:6517439	0	0	0	0
1:111685569	0	0	0	0
1:135655976	40	53.3	0	0
1:46542964	0	6.6	0	0
1:31242616	6.6	9	3.7	0
1:124954416	91.4	90.7	18.9	15.5
1:145075898	0	0	0	0
1:118300602	0	0	0	0
1:67588927	0	0	0	0
1:1821173	0	25	58.3	19
1:13548263	73.5	75.3	24.8	15.7
1:147221486	100	90.4	100	90
1:150084354	100	97.5	83.3	65.9
1:146287932	100	100	95.8	100
1:145838058	0	21	100	100
1:71247658	0	0	0	0
1:155579448	6.2	13.7	33.3	3.7
1:121881620	0	9	0	0
1:131565059	12	10.5	0	0
1:143741266	100	100	0	3.5
1:53169705	0	0	0	0
1:137994038	0	0	0	0
1:142875051	0	0	0	0
1:144729462	0	0	0	0
1:44845845	90.9	94.1	100	100
1:83200572	0	0	0	0
1:72607594	0	0	0	0
1:5268258	71.1	86.7	31.8	23.3
1:146558768	3.3	0	0	0
1:178880	9.5	0	0	0
1:3356091	100	96.5	78.5	56.8
1:54069870	95.8	94.1	100	100
1:1775759	0	0	0	0
1:146010200	90.9	100	100	100
1:150163604	0	0	0	0
1:18993220	0	0	0	4.3
1:145107693	100	100	0	0
1:3051090	0	0	0	0
1:34707190	0	3.4	0	0
1:155564495	94.1	95	100	100
1:84841807	0	0	0	0
1:152871981	0	3.1	0	0
1:145506159	90	100	92.3	100
1:156640708	91.6	100	0	4.5
1:133549955	93.7	93.7	95.8	100
1:57483536	93.9	100	29.6	25
1:45065740	0	0	0	0
1:131242813	0	0	0	0
1:95585985	0	0	0	4.1
1:69671573	94.7	93.7	100	90
1:44845819	100	89.4	100	100
1:147343016	88.2	85.1	95.2	100
1:144272517	89.4	95.4	90.9	61.7
1:130865874	90	100	100	100
1:153494698	0	0	0	0
1:127827973	0	0	0	0
1:2455319	94.7	100	100	95
1:3144370	88.8	100	97	100
1:27285778	100	90	72.7	100
1:146441585	100	45	100	100
1:65463746	0	0	0	0
1:154922559	0	0	0	0
1:155840050	95	100	100	90.2
1:5289673	100	93.3	50	27.2
1:145704175	80	80	100	100
1:146437110	0	0	0	0
1:72390440	0	0	0	0
1:144329612	93.7	93.3	100	95.2
1:94742240	0	5.5	0	0
1:45731449	89.1	98.1	20.5	20.5
1:138814658	89.4	36	0	0
1:5253507	89.9	93.2	24.4	13.1
1:143534440	93.7	100	10.3	5.7
1:145283514	0	0	0	0
1:72607670	0	0	0	0
1:140863610	0	0	4.1	0
1:131834148	0	0	0	0
1:147021095	100	100	100	95
1:111412619	100	93.1	93.3	100
1:43648206	94.4	96.1	0	0
1:107574907	5	3.4	0	0
1:136961429	0	0	0	0
1:2382914	0	0	4.3	4
1:145909564	84.2	93.7	100	92
1:150439775	88.2	90.9	0	9.6
1:21597221	0	0	6.6	0
1:52549406	0	0	0	0
1:2108363	0	0	0	0
1:140863058	0	0	0	0
1:132288496	100	93.3	95.4	89.4
1:83200456	0	0	0	0
1:147408260	95.8	100	100	64.5
1:68420615	0	0	0	0
1:98392572	0	0	0	0
1:83539783	0	0	0	0
1:64357561	100	89.4	95.2	97.2
1:86751622	0	0	0	0
1:118476004	0	0	0	0
1:2205415	0	0	0	0
1:148620634	0	0	0	0
1:143740050	95.6	100	35.2	18.5
1:32394830	0	0	0	0
1:150054443	0	0	0	0
1:156848778	80	83.3	83.7	95.3
1:127188329	100	95.8	100	100
1:2108336	0	0	0	0
1:65230407	88.2	100	100	88.8
1:146320605	0	4.5	100	100
1:155564504	94.1	90	100	100
1:154268905	94.7	100	100	100
1:6311715	85	76.1	95.2	90
1:93470095	0	0	0	0
1:130662724	100	100	100	100
1:84095423	0	0	0	0
1:5289631	92.8	66.6	21.4	9
1:154187165	0	0	0	0
1:43732433	100	100	100	100
1:58792728	90.9	100	100	96.4
1:131002680	93.7	100	100	83.3
1:146862468	7.6	3.8	100	100
1:154658364	0	0	0	2.7
1:123231313	0	11.1	0	0
1:34004290	83.3	84	21.4	22.4
1:83557718	0	0	0	0
1:64677949	0	0	0	0
1:144359406	0	0	0	0
1:2459169	93.3	95.6	100	92
1:146844004	0	0	0	0
1:146735286	85.7	100	0	4.3
1:1591518	0	0	0	0
1:56720351	0	0	100	93.1
1:35464516	0	0	0	0
1:143204442	43.7	56.2	0	8.3
1:147345963	95.2	96	100	100
1:136961236	0	0	5.2	0
1:57468297	86.9	88.6	8.3	8.5
1:65230413	94.4	100	100	100
1:115480006	0	0	4	0
1:74007233	92.3	92.5	100	100
1:150163435	0	0	0	0
1:1265724	0	0	8.8	0
1:131113875	60.8	31.8	0	0
1:2067791	8.3	0	0	0
1:145152005	0	0	0	0
1:242033	0	0	0	0
1:71839969	0	0	0	0
1:97802999	0	0	0	0
1:155291706	83.3	90	100	100
1:2919736	0	0	0	0
1:154927646	94.1	100	92.3	100
1:73800263	100	100	93.3	100
1:108086066	0	0	0	0
1:97845623	0	0	0	0
1:157031644	94.7	92.8	94.1	82.3
1:46420525	0	0	0	0
1:112777349	0	0	0	0
1:155200747	100	100	53.3	68
1:144005877	0	0	0	0
1:145180501	100	93.9	92.8	100
1:136094503	63.6	60	100	95.8
1:143538315	4.5	33.3	8.3	0
1:120895466	93.3	95.2	42.1	22.7
1:143569318	92.8	50	100	100
1:2205083	0	0	0	0
1:57219386	95	92.3	12.5	14.8
1:146946784	5.2	0	0	0
1:126287269	7.1	0	100	100
1:80647568	93.3	100	77.7	50
1:81464193	0	0	0	0
1:58185654	0	0	0	0
1:155617094	20	8.3	0	0
1:72607927	0	0	0	0
1:75615292	0	0	0	0
1:65050639	0	0	0	0
1:146755307	92.8	100	100	92.8
1:146768160	0	0	0	0
1:1825366	3.5	4.5	0	0
1:83485518	0	0	0	0
1:50332540	0	0	0	0
1:153336271	91.3	25.8	100	96.2
1:155986446	100	100	100	100
1:21384450	58.3	0	46.6	30.7
1:8067839	88.8	80.9	100	96
1:3050269	0	0	0	0
1:2768295	100	100	86.9	92.5
1:132450244	0	4	0	0
1:144235121	83.3	89.4	100	100
1:150675310	0	6.6	0	0
1:147351982	81.8	100	100	100
1:143520369	100	100	100	100
1:96719945	72.7	60.7	100	100
1:118537181	0	0	0	0
1:34922438	72.4	74.4	8.8	5.2
1:155463348	33.3	24	100	100
1:75488303	0	0	0	0
1:146866076	88.8	96.5	100	97.3
1:148347200	0	0	0	0
1:87919636	92.3	100	100	100
1:155569384	0	0	0	0
1:71210754	100	100	93.3	100
1:139155946	0	0	0	0
1:158290036	90.4	68.1	0	0
1:128773175	0	0	6.6	0
1:73470827	0	0	0	0
1:147040738	80	100	100	100
1:26953883	0	0	4.5	0
1:73469828	0	7.6	0	0
1:151270573	0	0	0	0
1:111307680	0	0	0	0
1:146572632	100	100	94.7	96.7
1:115567469	92.8	100	0	0
1:147012653	94.4	96.1	100	100
1:80186233	0	0	0	0
1:95796286	27.2	40.9	0	0
1:146036040	50	50	100	94.7
1:121919734	0	9	0	0
1:108086193	0	0	0	0
1:1563871	100	100	100	95.6
1:131238989	34.7	12.5	0	7.4
1:65031960	0	0	0	0
1:1563876	90	100	94.7	100
1:70946906	0	0	0	0
1:81202716	83.3	63.1	93.3	96.2
1:1223289	0	0	0	0
1:86953373	0	0	0	0
1:123231040	0	0	0	0
1:21597795	0	0	0	0
1:5277957	90	92.7	17.9	16.3
1:82574155	0	0	0	0
1:111686647	0	0	0	0
1:96789416	0	0	0	0
1:153817922	83.3	100	100	85.7
1:132075244	0	0	0	0
1:144031611	76.9	100	100	100
1:145637023	88.8	92.3	100	97
1:144103995	93.6	92.6	43.1	25.9
1:157176578	9.5	5.1	30	48.3
1:83442988	0	0	0	0
1:1407716	0	0	0	0
1:2108182	0	0	0	0
1:146128571	92.3	100	94.4	91.3
1:111857034	0	0	0	0
1:131722875	0	0	3.3	2.3
1:154222461	100	100	4.1	4.3
1:155450707	53.3	61.7	100	94.5
1:145212902	90	95.2	85.7	100
1:127469429	0	0	0	0
1:26953962	4.3	5.5	0	0
1:1406600	0	0	0	0
1:57476101	88.5	96.1	21.7	20.5
1:150206499	21	37.5	13.3	69.5
1:5266996	89.6	85.9	5.6	4.8
1:143740878	100	100	7.6	15
1:111788680	72.7	93.3	100	100
1:155035574	83.3	92	100	100
1:146866008	100	92.3	95.2	100
1:148775392	0	0	0	0
1:144944549	82.3	83.3	100	100
1:146114176	100	97.3	100	100
1:83443006	0	0	0	6.6
1:153431956	95.2	100	58.6	42.5
1:146577834	100	57.8	100	100
1:146694654	100	95.8	92.8	96.9
1:145822479	0	7.6	0	0
1:132578465	22.2	21.7	6.6	0
1:155204956	100	100	100	92.8
1:146735592	92	97.2	9.6	14.5
1:1264549	0	0	0	0
1:146436186	100	100	0	0
1:126874910	0	0	0	0
1:72026100	91.6	100	100	100
1:132444261	0	0	0	0
1:13549688	83	91.7	12.1	9
1:148773332	0	3.4	0	0
1:111644227	100	100	100	100
1:71965874	0	0	0	0
1:71221318	100	100	100	100
1:145555729	100	96.6	96.7	100
1:56308600	0	0	0	3.4
1:67873327	94.4	92.3	100	100
1:9627762	100	100	100	100
1:121897896	0	12.5	0	0
1:131244030	0	0	0	0
1:128221358	0	0	0	0
1:71594450	0	0	0	0
1:57553400	92.8	92.9	18.5	11.6
1:131757281	80	100	100	90.9
1:147133155	0	0	0	0
1:145774400	100	94.7	95.8	100
1:70664514	0	4.7	0	0
1:145484530	80	83.3	93.7	93.3
1:15364523	7.1	0	0	0
1:112897029	100	96.4	100	100
1:144083972	66.6	71	6.1	9.6
1:83557741	0	0	0	0
1:148773739	0	8.3	0	0
1:67588849	0	0	0	0
1:157268489	0	0	0	0
1:155742716	100	95.2	72.2	45.4
1:42531122	0	0	0	0
1:155475578	96.1	100	100	96.6
1:26612714	78.5	94.4	92.3	93.3
1:128772195	0	0	0	0
1:155689405	33.3	19	100	100
1:86953347	0	0	0	0
1:87645893	0	0	0	0
1:56308519	0	5	0	0
1:150690682	0	0	0	0
1:155156069	100	44.4	100	100
1:18909385	0	0	0	0
1:132449811	21	4.3	0	0
1:148751257	86.6	92.8	24	21
1:156347576	100	91.6	100	96.6
1:155010054	0	0	0	0
1:94681267	95	95.8	100	100
1:93469943	0	0	7.1	0
1:57853163	100	100	0	0
1:3972469	100	100	81.8	100
1:73353073	100	97	100	100
1:144005773	6.2	0	0	0
1:145555781	95.4	96.6	96.6	100
1:147021826	88.8	95.4	100	100
1:154039000	100	100	95.8	100
1:155884427	100	100	96.8	100
1:153971690	0	0	6.2	0
1:44801846	0	0	0	0
1:68013094	0	7.4	0	2.7
1:82562036	100	100	100	100
1:146650224	0	0	0	0
1:83294872	0	0	3.4	4.1
1:146859160	0	0	0	0
1:95796443	6.2	20	0	0
1:150387084	91.6	100	100	100
1:145454533	87.5	96.8	100	100
1:139208860	85.7	63.1	25	21.2
1:95535891	0	0	0	0
1:143741814	100	95.4	20	33.3
1:1865316	100	100	100	100
1:144988748	94.1	87.5	100	100
1:128917047	0	0	0	0
1:132451084	0	0	0	0
1:143710426	60.7	68	100	96.6
1:146735602	88	97.2	6.4	14.5
1:2453981	100	100	20	40.7
1:102996137	5.8	0	4.7	0
1:147585293	94.4	94.4	100	100
1:68937044	0	0	0	0
1:144076262	74	86.9	10	10.7
1:117952948	7.6	0	7.6	0
1:144362015	90.4	95.6	100	100
1:147133324	0	0	0	0
1:67544729	0	0	0	5.8
1:112313223	0	10.5	0	0
1:141013162	0	0	0	0
1:156403746	100	92	94.7	100
1:143585835	100	100	18.7	32
1:71790652	80	79.4	100	100
1:119290056	0	0	0	0
1:45489333	0	0	0	0
1:44855722	100	90	100	100
1:76624324	0	0	4.3	0
1:54424127	95	92	85.7	80
1:67087759	100	100	60	38
1:146941019	35.2	50	100	90.9
1:25316503	93.3	100	81.5	75.8
1:70350985	100	100	100	94.1
1:131578731	0	0	0	0
1:72945876	96.2	88.8	100	100
1:155113928	95.2	100	88.8	95.8
1:82210384	0	0	0	0
1:150228677	100	100	41.6	27.2
1:93470285	0	0	0	0
1:150163480	0	0	0	0
1:153218758	89.4	95	25	17.1
1:146437126	0	0	0	0
1:132449950	13.7	13.6	0	0
1:118536630	0	0	0	0
1:70106064	0	0	0	0
1:127317844	0	0	0	3.8
1:133525704	0	0	0	0
1:98396332	0	0	0	0
1:18992936	0	0	0	0
1:31242225	0	0	0	0
1:155775211	100	97	30	15
1:96789408	0	0	0	0
1:88289102	0	0	0	0
1:127041816	0	0	0	0
1:147556249	100	100	57.5	7.6
1:73971186	0	0	0	5
1:155252627	100	100	100	100
1:115693480	100	100	100	100
1:150454497	88.2	100	100	100
1:107576604	0	4.3	0	0
1:153205060	94.8	75	23.3	7.3
1:147387481	93.3	100	100	100
1:145791331	87.5	100	100	100
1:107574895	5	3.4	0	0
1:91460800	95	90	95.8	93.9
1:41699892	0	0	0	0
1:67613446	0	0	5.8	14.2
1:153218649	90.5	89.1	14.1	18.5
1:148884067	11.1	9	100	100
1:6174073	100	100	4.3	0
1:147067585	0	0	0	0
1:132451275	0	0	0	0
1:145714849	0	0	91.6	100
1:144080362	79	94.2	18.4	15.5
1:73189468	100	100	100	100
1:111032970	0	0	0	0
1:10202639	0	0	0	0
1:153494562	0	0	0	0
1:155842130	100	93.3	100	100
1:146866692	100	100	100	100
1:143534790	58.3	46.1	0	0
1:150670350	0	11.7	0	0
1:68965411	100	100	50	58.3
1:26119690	76.4	80	100	100
1:64488266	0	0	0	0
1:7552183	85.7	100	84.6	81.2
1:147022449	85.7	85.1	97	95.4
1:58152881	0	0	0	0
1:147408368	95.2	82.3	81.8	53.8
1:73776689	0	0	9	5.8
1:3687896	95.2	95.6	100	100
1:71247421	0	0	0	0
1:147120258	70	33.3	57.1	96
1:1777327	0	0	0	0
1:143172303	0	0	4	3.5
1:144329663	100	100	91.3	100
1:128771970	0	0	0	0
1:146866465	100	100	100	94.4
1:145075411	0	0	0	0
1:151147087	92.3	100	94.4	100
1:145389955	92.8	88.5	50	26.6
1:143633223	0	0	0	0
1:69039393	0	0	0	8.3
1:153319480	94.1	100	100	100
1:35464669	0	5.2	0	0
1:147855944	0	0	0	0
1:146275027	90.4	97.1	100	96
1:153336231	88.2	82.6	94.1	90.4
1:131113840	4.3	9	7.1	0
1:3049851	0	0	0	0
1:144085125	71.8	91.4	15	20.3
1:135773119	100	100	100	100
1:147397673	92.8	82.6	100	100
1:2421338	100	100	100	100
1:153281989	100	96.6	90.3	100
1:147354020	64.2	66.6	88.4	86.9
1:150163580	0	0	0	0
1:132446243	5	0	0	0
1:97802963	5.8	7.6	0	0
1:5235230	95.2	75	46.1	27.5
1:25192616	90	100	100	94.7
1:146437056	0	0	0	0
1:155611442	100	100	100	95.2
1:57468565	78.5	71.4	20	23.6
1:127041870	0	0	0	0
1:466367	83.3	92.8	100	100
1:85934251	8.3	0	0	0
1:119150622	0	0	0	3.4
1:138675887	91.6	83.3	27.2	7.6
1:145598749	100	100	100	100
1:60752436	83.3	100	100	95.2
1:128608614	100	72.7	100	94.1
1:150047475	0	0	0	0
1:74359311	90.9	100	100	100
1:108086091	0	0	0	0
1:155338192	100	100	0	0
1:875150	53.3	40	95.6	100
1:2714662	100	100	92.3	100
1:150837980	100	100	100	100
1:115479005	0	0	0	0
1:74377944	100	100	100	100
