Ensembl Gene ID	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSBTAG00000019940	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]	21	25714965	25816371	-1
ENSBTAG00000012446	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]	18	12397787	12415356	-1
ENSBTAG00000034693	SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	5	8836101	9062297	1
ENSBTAG00000020154	DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]	3	8381806	8392000	1
ENSBTAG00000020152		Prefoldin subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:A1A4P5]	3	8395605	8407551	1
ENSBTAG00000000993	N4BP2L1	NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]	12	28612076	28634685	1
ENSBTAG00000006403	C1orf115	chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:HGNC:25873]	16	24876776	24886962	1
ENSBTAG00000017969	CA4	carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375]	19	13109655	13117426	-1
ENSBTAG00000020121	RWDD2B	RWD domain containing 2B [Source:HGNC Symbol;Acc:HGNC:1302]	1	6521212	6533387	1
ENSBTAG00000023462		40S ribosomal protein S6  [Source:UniProtKB/TrEMBL;Acc:E1BG13]	8	24927468	24930788	1
ENSBTAG00000021132	SYNPO2L	synaptopodin 2 like [Source:HGNC Symbol;Acc:HGNC:23532]	28	29799037	29805747	-1
ENSBTAG00000003345	FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	17	32712712	32889849	-1
ENSBTAG00000007431	CEMIP	cell migration inducing hyaluronan binding protein [Source:HGNC Symbol;Acc:HGNC:29213]	21	27232612	27297774	1
ENSBTAG00000014560	HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	16	25059261	25064940	1
ENSBTAG00000001117	ANKRD50	ankyrin repeat domain 50 [Source:HGNC Symbol;Acc:HGNC:29223]	17	33496005	33529948	1
ENSBTAG00000006731	SLC7A5	solute carrier family 7 member 5 [Source:HGNC Symbol;Acc:HGNC:11063]	18	13341371	13370494	-1
ENSBTAG00000000605	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]	1	10069680	10076995	1
ENSBTAG00000012069		Coiled-coil domain-containing protein 167  [Source:UniProtKB/Swiss-Prot;Acc:A1A4P9]	23	11358158	11373693	-1
ENSBTAG00000002792	FUT11	fucosyltransferase 11 [Source:HGNC Symbol;Acc:HGNC:19233]	28	29833271	29841130	1
ENSBTAG00000010311	MRM1	mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]	19	13248522	13257399	1
ENSBTAG00000045507	ZNF469	zinc finger protein 469 [Source:HGNC Symbol;Acc:HGNC:23216]	18	13740622	13753849	1
ENSBTAG00000033562	LHX1	LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6593]	19	13611604	13617403	1
ENSBTAG00000005888	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:HGNC Symbol;Acc:HGNC:19267]	23	11530878	11594184	-1
ENSBTAG00000021927	AATF	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]	19	13623302	13731207	1
ENSBTAG00000018507		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BHT3]	18	13860761	13865260	-1
ENSBTAG00000012449	AFF3	AF4/FMR2 family member 3 [Source:HGNC Symbol;Acc:HGNC:6473]	11	4632101	4685312	-1
ENSBTAG00000008121	RSPO3	R-spondin 3 [Source:HGNC Symbol;Acc:HGNC:20866]	9	24365333	24508267	-1
ENSBTAG00000014677	TADA2A	transcriptional adaptor 2A [Source:HGNC Symbol;Acc:HGNC:11531]	19	14040482	14085969	1
ENSBTAG00000004328	CHST10	carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]	11	5469350	5488597	-1
ENSBTAG00000020942	RNF166	ring finger protein 166 [Source:HGNC Symbol;Acc:HGNC:28856]	18	13969303	13977633	-1
ENSBTAG00000019697	NPAS2	neuronal PAS domain-containing protein 2  [Source:RefSeq peptide;Acc:NP_001077232]	11	5907340	6000528	1
ENSBTAG00000018704	BTG3	BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]	1	18909512	18928469	1
ENSBTAG00000003340	HDDC2	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]	9	26285050	26304762	1
ENSBTAG00000019993	APLN	apelin [Source:HGNC Symbol;Acc:HGNC:16665]	X	13559123	13564931	-1
ENSBTAG00000015648		DnaJ homolog subfamily C member 21  [Source:UniProtKB/Swiss-Prot;Acc:Q0II91]	20	39225166	39252050	-1
ENSBTAG00000034193	BCO2	beta,beta-carotene 9',10'-oxygenase  [Source:RefSeq peptide;Acc:NP_001095457]	15	22838240	22905944	1
ENSBTAG00000021099	CLVS2	clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046]	9	28619239	28695197	-1
ENSBTAG00000010008	TTC12	tetratricopeptide repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:23700]	15	24209210	24254092	1
ENSBTAG00000004394	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]	9	28880110	29001337	-1
ENSBTAG00000008269	RNF149	ring finger protein 149 [Source:HGNC Symbol;Acc:HGNC:23137]	11	6213473	6238791	-1
ENSBTAG00000021161	CREG2	cellular repressor of E1A stimulated genes 2 [Source:HGNC Symbol;Acc:HGNC:14272]	11	6279240	6297039	-1
ENSBTAG00000011112	KCNK5	potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]	23	13057053	13095621	-1
ENSBTAG00000013671		U3 small nucleolar RNA-associated protein 14 homolog A  [Source:UniProtKB/Swiss-Prot;Acc:Q3T0Q8]	X	13790537	13807198	1
ENSBTAG00000001094	MTUS2	microtubule associated tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:20595]	12	31029405	31296069	-1
ENSBTAG00000007537	PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]	3	9517705	9523145	1
ENSBTAG00000005796		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1N3H0]	3	9538550	9576282	1
ENSBTAG00000033998	RFX8	RFX family member 8, lacking RFX DNA binding domain [Source:HGNC Symbol;Acc:HGNC:37253]	11	6310570	6361314	-1
ENSBTAG00000010860	DRD2	dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]	15	24303204	24316174	-1
ENSBTAG00000006916	TAF15	TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]	19	14858564	14890086	-1
ENSBTAG00000007665	NPR3	natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]	20	40967082	41041629	-1
ENSBTAG00000015788	CCDC171	coiled-coil domain containing 171 [Source:HGNC Symbol;Acc:HGNC:29828]	8	28485638	28815805	-1
ENSBTAG00000021381	DAAM2	dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]	23	13775149	13829110	1
ENSBTAG00000009982	IGSF8	immunoglobulin superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:17813]	3	9695129	9702141	1
ENSBTAG00000002414	KCNJ10	potassium voltage-gated channel subfamily J member 10 [Source:HGNC Symbol;Acc:HGNC:6256]	3	9720672	9755813	1
ENSBTAG00000014576	GUCY1A3	guanylate cyclase 1 soluble subunit alpha [Source:HGNC Symbol;Acc:HGNC:4685]	17	44600509	44665571	-1
ENSBTAG00000005240	ZNF605	zinc finger protein 605 [Source:HGNC Symbol;Acc:HGNC:28068]	17	44966897	44973509	-1
ENSBTAG00000016006	ANKRD11	ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]	18	14371892	14436368	-1
ENSBTAG00000012278	MTMR12	myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]	20	41377205	41443084	1
ENSBTAG00000012977	COMTD1	catechol-O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26309]	28	31170966	31173042	-1
ENSBTAG00000014506	ZNF503	zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]	28	31317209	31320375	-1
ENSBTAG00000013951	CHFR	checkpoint with forkhead and ring finger domains, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20455]	17	45375500	45399233	1
ENSBTAG00000005244	RASL11A	RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]	12	32842604	32844825	-1
ENSBTAG00000003217	CADM3	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601]	3	10652468	10683411	-1
ENSBTAG00000013187	DLG5	discs large MAGUK scaffold protein 5 [Source:HGNC Symbol;Acc:HGNC:2904]	28	33719674	33842951	-1
ENSBTAG00000014455	PDZD2	PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]	20	41563223	41662806	-1
ENSBTAG00000017179	USP12	ubiquitin specific peptidase 12 [Source:HGNC Symbol;Acc:HGNC:20485]	12	32892931	32955471	1
ENSBTAG00000012007	SOCS2	suppressor of cytokine signaling 2 [Source:HGNC Symbol;Acc:HGNC:19382]	5	23523981	23528860	1
ENSBTAG00000033331	CHMP1A	charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740]	18	14592688	14599518	-1
ENSBTAG00000014211	FOXP4	forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]	23	15391990	15425174	1
ENSBTAG00000018989	GRM3	glutamate metabotropic receptor 3 [Source:HGNC Symbol;Acc:HGNC:4595]	4	33769689	34021297	-1
ENSBTAG00000019358	RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	15	28355288	28397142	1
ENSBTAG00000013264			28	33926497	33931777	1
ENSBTAG00000019313	ZMIZ1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	28	35032455	35142181	1
ENSBTAG00000024075	SLC9A4	solute carrier family 9 member A4 [Source:HGNC Symbol;Acc:HGNC:11077]	11	7229706	7284500	1
ENSBTAG00000016116			12	33647815	33648405	-1
ENSBTAG00000004129	CCL11	Eotaxin  [Source:UniProtKB/Swiss-Prot;Acc:Q9TTS6]	19	16196626	16199525	-1
ENSBTAG00000003818	PGC	progastricsin [Source:HGNC Symbol;Acc:HGNC:8890]	23	15560414	15568723	-1
ENSBTAG00000025200	ASIC2	amiloride-sensitive cation channel 1, neuronal  [Source:RefSeq peptide;Acc:NP_001069952]	19	16353233	17562209	1
ENSBTAG00000015942	DNAJA4	DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]	21	31177694	31192961	1
ENSBTAG00000016185	ENAH	enabled homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:18271]	16	29238992	29442791	-1
ENSBTAG00000008913	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	19	17622149	17634850	-1
ENSBTAG00000046282	VGLL2	vestigial like family member 2 [Source:HGNC Symbol;Acc:HGNC:20232]	9	33941839	33947630	-1
ENSBTAG00000008981	USP49	ubiquitin specific peptidase 49 [Source:HGNC Symbol;Acc:HGNC:20078]	23	15616807	15624462	-1
ENSBTAG00000002854	TMEM63A	transmembrane protein 63A [Source:HGNC Symbol;Acc:HGNC:29118]	16	29624572	29655286	-1
ENSBTAG00000004124	CPOX	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]	1	42518056	42531538	-1
ENSBTAG00000019545		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1N657]	12	34478041	34535642	1
ENSBTAG00000001086	FHL2	four and a half LIM domains 2 [Source:HGNC Symbol;Acc:HGNC:3703]	11	9253234	9300671	-1
ENSBTAG00000022837		Uncharacterized protein; Zinc finger protein 75 (D8C6)  [Source:UniProtKB/TrEMBL;Acc:Q0IIG4]	X	18812423	18824258	-1
ENSBTAG00000013128	ACBD3	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	16	29911424	29949907	-1
ENSBTAG00000002139	MIXL1	Mix paired-like homeobox [Source:HGNC Symbol;Acc:HGNC:13363]	16	29986413	29988254	1
ENSBTAG00000013745	ITGA5	integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]	5	25778012	25799053	1
ENSBTAG00000003334	ADAP2	arf-GAP with dual PH domain-containing protein 2  [Source:RefSeq peptide;Acc:NP_001179727]	19	18353810	18388312	-1
ENSBTAG00000001867	SACS	sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]	12	34876100	34917630	1
ENSBTAG00000014354	FXYD6	FXYD domain-containing ion transport regulator 6  [Source:UniProtKB/Swiss-Prot;Acc:Q3MHZ5]	15	28926760	28963808	-1
ENSBTAG00000006177	ZDHHC20	zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]	12	35781299	35837108	1
ENSBTAG00000019339			16	30390092	30490348	-1
ENSBTAG00000021880	COQ8A	coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]	16	30656001	30703396	1
ENSBTAG00000003910	SH2D4B	SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440]	28	36127031	36212116	1
ENSBTAG00000003132	CHRNB4	neuronal acetylcholine receptor subunit beta-4 precursor  [Source:RefSeq peptide;Acc:NP_776942]	21	31518370	31537227	-1
ENSBTAG00000003304	HOXC4	homeobox C4 [Source:HGNC Symbol;Acc:HGNC:5126]	5	26136686	26138815	-1
ENSBTAG00000013391	ANKH	ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]	20	58376939	58546811	1
ENSBTAG00000000923	HOXC13	homeobox protein Hox-C13  [Source:RefSeq peptide;Acc:NP_001076959]	5	26245922	26252315	-1
ENSBTAG00000015016	CALCOCO1	calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]	5	26489544	26503712	1
ENSBTAG00000017611	CCSER2	coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]	28	39625034	39741893	1
ENSBTAG00000016651	ISL2	ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524]	21	32107362	32113036	1
ENSBTAG00000016972	RAB11FIP4	RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]	19	18851509	18886506	-1
ENSBTAG00000020423	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]	17	46041871	46127902	-1
ENSBTAG00000012715	KIF26B	kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]	16	32381118	32471604	-1
ENSBTAG00000016607	TLX2	T-cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]	11	10105101	10106503	-1
ENSBTAG00000008296	EEF1AKMT1	eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351]	12	36055182	36075245	1
ENSBTAG00000001283	RIC1	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	8	39196219	39338213	-1
ENSBTAG00000000746	KAT2B	lysine acetyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:8638]	1	44857815	44928998	1
ENSBTAG00000021413	ZIC3	Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]	X	21138854	21142208	1
ENSBTAG00000011726	CRYL1	crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]	12	36187100	36243551	1
ENSBTAG00000020403			12	36391824	36453989	-1
ENSBTAG00000012348	LRRC71	leucine rich repeat containing 71 [Source:HGNC Symbol;Acc:HGNC:26556]	3	13973123	13985544	-1
ENSBTAG00000012987	ULK1	unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]	17	46171844	46193233	-1
ENSBTAG00000032800	OPN4	opsin 4 [Source:HGNC Symbol;Acc:HGNC:14449]	28	41644490	41654402	1
ENSBTAG00000012405	PEAR1	platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]	3	13986478	14007210	-1
ENSBTAG00000017775	SDCCAG8	serologically defined colon cancer antigen 8 [Source:HGNC Symbol;Acc:HGNC:10671]	16	34415701	34655651	-1
ENSBTAG00000012219	CSPG4	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]	21	33574740	33610470	1
ENSBTAG00000021293	SNUPN	snurportin 1 [Source:HGNC Symbol;Acc:HGNC:14245]	21	33666094	33683243	1
ENSBTAG00000004538		zinc finger protein 596  [Source:RefSeq peptide;Acc:NP_001095418]	1	45021274	45078993	1
ENSBTAG00000015193	BOLA3	bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]	11	10489732	10497683	1
ENSBTAG00000022381	TET3	tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]	11	10546064	10646706	-1
ENSBTAG00000005138	BCL9L	B-cell CLL/lymphoma 9-like [Source:HGNC Symbol;Acc:HGNC:23688]	15	30023047	30033583	-1
ENSBTAG00000021464	SPRYD3	SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]	5	27054242	27067451	1
ENSBTAG00000026836			1	45667461	45822623	-1
ENSBTAG00000009243	MFSD4B	major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]	9	39618967	39627196	-1
ENSBTAG00000009239	SLC16A10	solute carrier family 16 member 10 [Source:HGNC Symbol;Acc:HGNC:17027]	9	39647514	39759908	-1
ENSBTAG00000006894	NOS2	nitric oxide synthase, inducible  [Source:RefSeq peptide;Acc:NP_001070267]	19	19758764	19956549	-1
ENSBTAG00000008077	SLC37A4	solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]	15	30122001	30127150	-1
ENSBTAG00000024058	EGR4	early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]	11	11145925	11148403	1
ENSBTAG00000046595		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3N2K2]	19	19885026	19898292	-1
ENSBTAG00000015194	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]	18	17813467	17816071	-1
ENSBTAG00000017397	ZNF423	zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]	18	18041277	18392207	-1
ENSBTAG00000046545	MEF2D	myocyte enhancer factor 2D [Source:HGNC Symbol;Acc:HGNC:6997]	3	14380072	14413740	1
ENSBTAG00000039154			28	42584644	42585670	1
ENSBTAG00000012234	RHBG	Rh family B glycoprotein (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14572]	3	14493715	14507416	-1
ENSBTAG00000011337	ANKRD33B	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:HGNC:35240]	20	62725184	62820226	-1
ENSBTAG00000001866	EMX1	empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340]	11	11498109	11515314	-1
ENSBTAG00000006208	ADCY7	adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]	18	18745674	18809260	1
ENSBTAG00000019908	CUL9	cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]	23	16759132	16794939	1
ENSBTAG00000005568	FRMPD2	FERM and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28572]	28	42939762	43003209	-1
ENSBTAG00000018517	VLDLR	very low-density lipoprotein receptor precursor  [Source:RefSeq peptide;Acc:NP_776914]	8	42109679	42141155	-1
ENSBTAG00000012295	NKD1	naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]	18	19032743	19124256	1
ENSBTAG00000009797	RIMBP2	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]	17	47630080	47712174	1
ENSBTAG00000012212	CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	11	12371180	12387041	1
ENSBTAG00000003961	SNX20	sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]	18	19157447	19166134	-1
ENSBTAG00000007878	ARHGAP22	Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]	28	43204020	43239165	-1
ENSBTAG00000013290	DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	11	12894979	13123270	-1
ENSBTAG00000023028			28	43426276	43657765	1
ENSBTAG00000008062	DMRT2	doublesex and mab-3 related transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:2935]	8	43780986	43787918	-1
ENSBTAG00000017800	DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]	8	43855333	43867721	-1
ENSBTAG00000010976	KANK1	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:19309]	8	44046426	44076904	-1
ENSBTAG00000012552	FMR1	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:HGNC:3775]	X	30922774	30962111	1
ENSBTAG00000020430	GLT1D1	glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483]	17	49197829	49313590	-1
ENSBTAG00000020266	SLC19A2	solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]	16	37904212	37935985	-1
ENSBTAG00000021424	CSK	c-src tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:2444]	21	34264921	34283286	-1
ENSBTAG00000011234	FOXO3	forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]	9	42008606	42118673	-1
ENSBTAG00000011991	DRGX	dorsal root ganglia homeobox [Source:HGNC Symbol;Acc:HGNC:21536]	28	43961640	43993582	-1
ENSBTAG00000002105		Protein TEX261; TEX261 protein  [Source:UniProtKB/TrEMBL;Acc:A2VDM6]	11	13438231	13445953	1
ENSBTAG00000007304	CLK3	CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]	21	34438146	34452116	-1
ENSBTAG00000033122	FOXD4L1	forkhead box D4-like 1 [Source:HGNC Symbol;Acc:HGNC:18521]	8	44631718	44638173	1
ENSBTAG00000010605	VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]	11	13492655	13520241	-1
ENSBTAG00000006626	TMEM132B	transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]	17	52565556	52785519	-1
ENSBTAG00000018970	XPO5	exportin 5 [Source:HGNC Symbol;Acc:HGNC:17675]	23	17044379	17085618	-1
ENSBTAG00000005760	TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	12	50679632	50888598	-1
ENSBTAG00000012519	XDH	xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]	11	14176298	14281717	-1
ENSBTAG00000012501	FTO	fat mass and obesity associated [Source:HGNC Symbol;Acc:HGNC:24678]	18	22118201	22541532	1
ENSBTAG00000003381	PAPD7	poly(A) RNA polymerase D7, non-canonical [Source:HGNC Symbol;Acc:HGNC:16705]	20	66568770	66609977	-1
ENSBTAG00000005339			23	17255947	17269998	1
ENSBTAG00000015466	NSUN2	NOP2/Sun RNA methyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:25994]	20	66719397	66752908	1
ENSBTAG00000027766	C1QTNF5	C1q and tumor necrosis factor related protein 5 [Source:HGNC Symbol;Acc:HGNC:14344]	15	30448399	30450337	-1
ENSBTAG00000013548	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit [Source:HGNC Symbol;Acc:HGNC:4085]	X	34660685	34674488	-1
ENSBTAG00000024603	NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]	17	53568327	53708353	1
ENSBTAG00000018848	FBXL3	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	12	52466040	52477380	-1
ENSBTAG00000009086	LOXL1	lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]	21	35057678	35082119	-1
ENSBTAG00000014794	SCYL3	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	16	38299764	38341385	-1
ENSBTAG00000018501	ICE1	interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154]	20	67789366	67851470	-1
ENSBTAG00000019537			28	44612704	44722610	1
ENSBTAG00000000869	RNF219	ring finger protein 219 [Source:HGNC Symbol;Acc:HGNC:20308]	12	54102936	54147844	-1
ENSBTAG00000020319	ALOX5	arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]	28	44729723	44776997	-1
ENSBTAG00000027932	BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]	11	14979931	15192694	1
ENSBTAG00000006158	DZIP3	DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]	1	53768326	53884123	1
ENSBTAG00000020346	CCDC92	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	17	54003920	54039850	1
ENSBTAG00000003798	AMFR	E3 ubiquitin-protein ligase AMFR  [Source:RefSeq peptide;Acc:NP_001039439]	18	24290808	24334739	1
ENSBTAG00000017056	PKLR	pyruvate kinase, liver and RBC [Source:HGNC Symbol;Acc:HGNC:9020]	3	15399755	15408994	1
ENSBTAG00000003794	GNAO1	G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]	18	24338466	24519487	-1
ENSBTAG00000019779	RAB39B	RAB39B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16499]	X	38586279	38590528	1
ENSBTAG00000014393	CLK2	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]	3	15422624	15431541	1
ENSBTAG00000000510	ATG101	autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]	5	27962235	27968039	-1
