Chromosome	Position	Coverage	# methylated	% methylated	# overlap	Gene ID	Distance from target	Gene feature	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	# overlap	Repeats region	Type	# overlap	CpG islands region	Interval shift	Type
10	5303698	13	0	0														1	10:5303439-5304662	island	CpG:
10	5397486	33	0	0														1	10:5398938-5399165	shore	CpG:
10	5436470	39	0	0														1	10:5435811-5436547	island	CpG:
10	5480596	15	12	80											1	10:5480346-5480608	LINE				
10	6049520	18	17	94.4											1	10:6049485-6049757	LTR				
10	6459865	35	0	0														1	10:6458917-6460264	island	CpG:
10	7289744	38	0	0														1	10:7289418-7291401	island	CpG:
10	7827314	34	15	44.1	1	ENSBTAG00000000897	0	intron	IQGAP2	IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]	10	7554265	7867328	1							
10	7879518	37	0	0	1	ENSBTAG00000020199	0	tss	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	10	7879496	7897150	1				1	10:7878519-7880265	island	CpG:
10	7879518	37	0	0	2	ENSBTAG00000020199	0	promoter	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	10	7879496	7897150	1				1	10:7878519-7880265	island	CpG:
10	7879518	37	0	0	3	ENSBTAG00000020199	0	utr5	F2R	coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]	10	7879496	7897150	1				1	10:7878519-7880265	island	CpG:
10	8689556	27	0	0	1	ENSBTAG00000009249	0	tts	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	10	8689469	8698219	-1				1	10:8689458-8689827	island	CpG:
10	8689556	27	0	0	2	ENSBTAG00000009249	0	exon	OTP	orthopedia homeobox [Source:HGNC Symbol;Acc:HGNC:8518]	10	8689469	8698219	-1				1	10:8689458-8689827	island	CpG:
10	9674824	26	0	0														1	10:9674371-9674816	shore	CpG:
10	9675045	11	0	0														1	10:9674371-9674816	shore	CpG:
10	12448381	35	1	2.8	1	ENSBTAG00000015158	+160		VWA9	von Willebrand factor A domain containing 9 [Source:HGNC Symbol;Acc:HGNC:25372]	10	12414154	12448221	-1				1	10:12448020-12448523	island	CpG:
10	13050532	24	23	95.8														1	10:13053470-13053699	shelves	CpG:
10	14641997	58	2	3.4	1	ENSBTAG00000014145	-1437		SKOR1	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]	10	14643435	14652697	1				1	10:14639858-14640157	shore	CpG:
10	14641997	58	2	3.4	1	ENSBTAG00000014145	-1437		SKOR1	SKI family transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:21326]	10	14643435	14652697	1				2	10:14642041-14649115	shore	CpG:
10	15236293	42	1	2.3	1	ENSBTAG00000045276	-5431				10	15241725	15241798	1				1	10:15235768-15236950	island	CpG:
10	16682201	28	21	75																	
10	17235957	30	0	0																	
10	18628215	24	15	62.5	1	ENSBTAG00000014236	-3460		NR2E3	nuclear receptor subfamily 2 group E member 3 [Source:HGNC Symbol;Acc:HGNC:7974]	10	18631676	18637310	1	1	10:18628112-18628236	LTR				
10	19457678	11	9	81.8																	
10	19980684	15	0	0	1	ENSBTAG00000017466	0	exon	HCN4	hyperpolarization activated cyclic nucleotide gated potassium channel 4 [Source:HGNC Symbol;Acc:HGNC:16882]	10	19980212	20021927	-1				1	10:19980362-19981928	island	CpG:
10	20711979	17	17	100	1	ENSBTAG00000010234	0	intron	DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	10	20704886	20713840	1							
10	20760359	29	0	0	1	ENSBTAG00000002718	0	promoter	TINF2	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	10	20760139	20763063	1				1	10:20759721-20760589	island	CpG:
10	20760359	29	0	0	2	ENSBTAG00000002718	0	utr5	TINF2	TERF1 interacting nuclear factor 2 [Source:HGNC Symbol;Acc:HGNC:11824]	10	20760139	20763063	1				1	10:20759721-20760589	island	CpG:
10	20896953	13	4	30.7	1	ENSBTAG00000001870	0	intron	CPNE6	copine 6 [Source:HGNC Symbol;Acc:HGNC:2319]	10	20896405	20901462	-1				1	10:20892759-20893430	shelves	CpG:
10	21447535	33	0	0	1	ENSBTAG00000037679	0	promoter	PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	10	21447236	21448497	1				1	10:21447150-21448415	island	CpG:
10	21447535	33	0	0	2	ENSBTAG00000037679	0	exon	PPP1R3E	protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]	10	21447236	21448497	1				1	10:21447150-21448415	island	CpG:
10	21699022	10	0	0	1	ENSBTAG00000012724	-206		AJUBA	ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]	10	21699229	21708079	1				1	10:21698581-21700721	island	CpG:
10	25496921	10	7	70																	
10	26729619	27	11	40.7	1	ENSBTAG00000001183	0	promoter	KLHL33	kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952]	10	26728622	26738305	1				1	10:26729200-26729548	shore	CpG:
10	26729619	27	11	40.7	2	ENSBTAG00000001183	0	exon	KLHL33	kelch like family member 33 [Source:HGNC Symbol;Acc:HGNC:31952]	10	26728622	26738305	1				1	10:26729200-26729548	shore	CpG:
10	29956456	45	44	97.7																	
10	32862341	10	0	0	1	ENSBTAG00000003172	0	intron	MEIS2	Meis homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7001]	10	32643648	32866661	-1	1	10:32862310-32862355	Simple_repeat	1	10:32862301-32862606	island	CpG:
10	35869364	22	21	95.4	1	ENSBTAG00000012180	0	promoter	BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	10	35856697	35871287	-1							
10	35869364	22	21	95.4	2	ENSBTAG00000012180	0	exon	BMF	Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]	10	35856697	35871287	-1							
10	36425705	30	0	0	1	ENSBTAG00000013477	0	promoter	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	10	36425458	36429223	1				1	10:36425283-36425922	island	CpG:
10	36425705	30	0	0	2	ENSBTAG00000013477	0	intron	GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	10	36425458	36429223	1				1	10:36425283-36425922	island	CpG:
10	36525017	10	0	0	1	ENSBTAG00000016291	0	promoter	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	10	36523869	36525354	-1				1	10:36525119-36525538	shore	CpG:
10	36525017	10	0	0	2	ENSBTAG00000016291	0	intron	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	10	36523869	36525354	-1				1	10:36525119-36525538	shore	CpG:
10	36568029	27	17	62.9	1	ENSBTAG00000010361	-9255		DLL4	delta like canonical Notch ligand 4 [Source:HGNC Symbol;Acc:HGNC:2910]	10	36577285	36586360	1							
10	37035952	12	1	8.3	1	ENSBTAG00000001675	0	promoter	ITPKA	inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]	10	37035180	37043518	1				1	10:37034638-37037451	island	CpG:
10	37035952	12	1	8.3	2	ENSBTAG00000001675	0	intron	ITPKA	inositol-trisphosphate 3-kinase A [Source:HGNC Symbol;Acc:HGNC:6178]	10	37035180	37043518	1				1	10:37034638-37037451	island	CpG:
10	37353079	21	16	76.1	1	ENSBTAG00000006784	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E1BC49]	10	37346275	37355599	1							
10	37495980	67	0	0	1	ENSBTAG00000006792	0	promoter	EHD4	EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	10	37412316	37496211	-1				1	10:37495553-37496616	island	CpG:
10	37495980	67	0	0	2	ENSBTAG00000006792	0	exon	EHD4	EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245]	10	37412316	37496211	-1				1	10:37495553-37496616	island	CpG:
10	45205833	25	0	0	1	ENSBTAG00000006703	0	promoter	PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	10	45205473	45212956	1				1	10:45205315-45206574	island	CpG:
10	45205833	25	0	0	2	ENSBTAG00000006703	0	exon	PTGDR	prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]	10	45205473	45212956	1				1	10:45205315-45206574	island	CpG:
10	45388883	11	0	0	1	ENSBTAG00000011037	0	intron	RBPMS2	RNA binding protein with multiple splicing 2 [Source:HGNC Symbol;Acc:HGNC:19098]	10	45380345	45392030	1							
10	45438659	28	1	3.5	1	ENSBTAG00000015808	-112		ZNF609	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]	10	45438772	45636954	-1							
10	45875048	18	0	0	1	ENSBTAG00000016822	0	tss	PPIB	Peptidyl-prolyl cis-trans isomerase B  [Source:UniProtKB/Swiss-Prot;Acc:P80311]	10	45874978	45880918	1				1	10:45874688-45875103	island	CpG:
10	45875048	18	0	0	2	ENSBTAG00000016822	0	promoter	PPIB	Peptidyl-prolyl cis-trans isomerase B  [Source:UniProtKB/Swiss-Prot;Acc:P80311]	10	45874978	45880918	1				1	10:45874688-45875103	island	CpG:
10	45875048	18	0	0	3	ENSBTAG00000016822	0	exon	PPIB	Peptidyl-prolyl cis-trans isomerase B  [Source:UniProtKB/Swiss-Prot;Acc:P80311]	10	45874978	45880918	1				1	10:45874688-45875103	island	CpG:
10	46006765	32	0	0	1	ENSBTAG00000011820	0	promoter	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	10	46006654	46130505	1	1	10:46006698-46006766	Simple_repeat	1	10:46006554-46007036	island	CpG:
10	46006765	32	0	0	2	ENSBTAG00000011820	0	utr5	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	10	46006654	46130505	1	1	10:46006698-46006766	Simple_repeat	1	10:46006554-46007036	island	CpG:
10	47073402	48	0	0	1	ENSBTAG00000005373	+7556		TPM1	tropomyosin 1 (alpha) [Source:HGNC Symbol;Acc:HGNC:12010]	10	47056204	47065846	-1				1	10:47072810-47073413	island	CpG:
10	49649495	26	0	0	1	ENSBTAG00000015904	0	intron	RORA	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	10	48949618	49750993	1	1	10:49649447-49649529	Simple_repeat	1	10:49648999-49650876	island	CpG:
10	50282090	15	0	0	1	ENSBTAG00000019114	0	promoter	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	10	50282171	50283148	-1				1	10:50281570-50283757	island	CpG:
10	50282090	15	0	0	2	ENSBTAG00000019114	0	tts	FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	10	50282171	50283148	-1				1	10:50281570-50283757	island	CpG:
10	51598056	12	0	0	1	ENSBTAG00000005481	0	tss	ADAM10	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]	10	51598073	51739153	1				1	10:51597556-51598797	island	CpG:
10	51598056	12	0	0	2	ENSBTAG00000005481	0	promoter	ADAM10	ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]	10	51598073	51739153	1				1	10:51597556-51598797	island	CpG:
10	53917442	20	19	95																	
10	59479874	17	13	76.4											1	10:59478370-59482427	Satellite				
10	62436111	26	0	0	1	ENSBTAG00000008771	0	tss	MYEF2	myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]	10	62436178	62467099	1				1	10:62436089-62436458	island	CpG:
10	62436111	26	0	0	2	ENSBTAG00000008771	0	promoter	MYEF2	myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]	10	62436178	62467099	1				1	10:62436089-62436458	island	CpG:
10	62822824	10	6	60																	
10	65435977	22	17	77.2	1	ENSBTAG00000016327	+8224		SLC28A2	solute carrier family 28 member 2 [Source:HGNC Symbol;Acc:HGNC:11002]	10	65395125	65427753	-1	1	10:65433964-65438654	LTR				
10	65652162	45	30	66.6	1	ENSBTAG00000038327	-3621			Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F1ME51]	10	65655784	65657656	1				1	10:65652060-65652302	island	CpG:
10	66752069	30	30	100	1	ENSBTAG00000003835	0	exon	BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	10	66751296	66755026	-1				1	10:66748475-66748827	shelves	CpG:
10	66752069	30	30	100	1	ENSBTAG00000003835	0	exon	BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	10	66751296	66755026	-1				2	10:66755032-66758614	shelves	CpG:
10	66754772	35	0	0	1	ENSBTAG00000003835	0	promoter	BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	10	66751296	66755026	-1				1	10:66755032-66758614	shore	CpG:
10	66754772	35	0	0	2	ENSBTAG00000003835	0	utr5	BMP4	bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]	10	66751296	66755026	-1				1	10:66755032-66758614	shore	CpG:
10	67755961	25	0	0	1	ENSBTAG00000021986	-317		MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]	10	67756279	67765176	1				1	10:67756138-67756818	shore	CpG:
10	67756260	11	0	0	1	ENSBTAG00000021986	0	tss	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]	10	67756279	67765176	1				1	10:67756138-67756818	island	CpG:
10	67756260	11	0	0	2	ENSBTAG00000021986	0	promoter	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like [Source:HGNC Symbol;Acc:HGNC:19840]	10	67756279	67765176	1				1	10:67756138-67756818	island	CpG:
10	68398778	41	41	100											1	10:68398329-68398858	LTR				
10	68735752	53	17	32											1	10:68733778-68737553	Satellite				
10	68778394	39	0	0	1	ENSBTAG00000005141	0	tss	PELI2	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]	10	68778347	68974093	1				1	10:68777791-68779520	island	CpG:
10	68778394	39	0	0	2	ENSBTAG00000005141	0	promoter	PELI2	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]	10	68778347	68974093	1				1	10:68777791-68779520	island	CpG:
10	68778394	39	0	0	3	ENSBTAG00000005141	0	utr5	PELI2	pellino E3 ubiquitin protein ligase family member 2 [Source:HGNC Symbol;Acc:HGNC:8828]	10	68778347	68974093	1				1	10:68777791-68779520	island	CpG:
10	69469394	26	6	23	1	ENSBTAG00000014741	+6529		OTX2	orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]	10	69458818	69462865	-1				1	10:69469240-69469629	island	CpG:
10	70839280	45	0	0	1	ENSBTAG00000018898	0	promoter	ARID4A	AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]	10	70838970	70899184	1				1	10:70838136-70840302	island	CpG:
10	70839280	45	0	0	2	ENSBTAG00000018898	0	utr5	ARID4A	AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]	10	70838970	70899184	1				1	10:70838136-70840302	island	CpG:
10	73143532	12	0	0	1	ENSBTAG00000046309	+9553				10	73129829	73133979	-1				1	10:73143363-73143666	island	CpG:
10	76999868	31	0	0	1	ENSBTAG00000007809	0	promoter	PPP1R36	protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]	10	76999737	77022382	1				1	10:76999595-77000021	island	CpG:
10	76999868	31	0	0	2	ENSBTAG00000007809	0	intron	PPP1R36	protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]	10	76999737	77022382	1				1	10:76999595-77000021	island	CpG:
10	78195736	12	11	91.6																	
10	79733181	54	2	3.7														1	10:79732333-79733423	island	CpG:
10	81793749	14	2	14.2	1	ENSBTAG00000003857	0	intron	SUSD6	sushi domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19956]	10	81751604	81800132	1							
10	81814867	24	0	0											1	10:81814818-81814885	SINE				
10	83241368	25	1	4														1	10:83240209-83241335	shore	CpG:
10	84787004	28	0	0														1	10:84785530-84787181	island	CpG:
10	84926312	12	12	100											1	10:84926118-84926728	LINE				
10	84979254	10	10	100	1	ENSBTAG00000017177	0	exon	RBM25	RNA binding motif protein 25 [Source:HGNC Symbol;Acc:HGNC:23244]	10	84945765	84993968	1	1	10:84979110-84979352	Low_complexity				
10	85325021	33	0	0	1	ENSBTAG00000025372	0	tss	C14orf169	chromosome 14 open reading frame 169 [Source:HGNC Symbol;Acc:HGNC:20968]	10	85324928	85327431	1				1	10:85324768-85326214	island	CpG:
10	85325021	33	0	0	2	ENSBTAG00000025372	0	promoter	C14orf169	chromosome 14 open reading frame 169 [Source:HGNC Symbol;Acc:HGNC:20968]	10	85324928	85327431	1				1	10:85324768-85326214	island	CpG:
10	85325021	33	0	0	3	ENSBTAG00000025372	0	exon	C14orf169	chromosome 14 open reading frame 169 [Source:HGNC Symbol;Acc:HGNC:20968]	10	85324928	85327431	1				1	10:85324768-85326214	island	CpG:
10	85461259	22	0	0	1	ENSBTAG00000009783	-1786				10	85463046	85463552	-1				1	10:85460569-85461343	island	CpG:
10	85586652	15	1	6.6														1	10:85587576-85588270	shore	CpG:
10	85776797	21	0	0	1	ENSBTAG00000018467	0	tss	BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	10	85776885	85824898	1				1	10:85776325-85776872	island	CpG:
10	85776797	21	0	0	2	ENSBTAG00000018467	0	promoter	BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	10	85776885	85824898	1				1	10:85776325-85776872	island	CpG:
10	86415459	37	0	0											1	10:86415452-86415473	Simple_repeat	1	10:86415155-86415833	island	CpG:
10	87686649	21	0	0	1	ENSBTAG00000005489	0	tss	WDR36	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]	10	87645611	87686661	-1				1	10:87686149-87686884	island	CpG:
10	87686649	21	0	0	2	ENSBTAG00000005489	0	promoter	WDR36	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]	10	87645611	87686661	-1				1	10:87686149-87686884	island	CpG:
10	87686649	21	0	0	3	ENSBTAG00000005489	0	exon	WDR36	WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]	10	87645611	87686661	-1				1	10:87686149-87686884	island	CpG:
10	88942095	22	20	90.9																	
10	89070060	28	28	100	1	ENSBTAG00000019454	0	exon	ANGEL1	angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]	10	89053688	89074011	-1				1	10:89073559-89074016	shelves	CpG:
10	89246681	32	2	6.2	1	ENSBTAG00000025329	0	promoter	IRF2BPL	interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]	10	89245839	89248163	-1				1	10:89246032-89249005	island	CpG:
10	89246681	32	2	6.2	2	ENSBTAG00000025329	0	exon	IRF2BPL	interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]	10	89245839	89248163	-1				1	10:89246032-89249005	island	CpG:
10	89566363	14	12	85.7	1	ENSBTAG00000002704	0	intron	POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]	10	89544117	89589129	-1							
10	89589565	39	0	0	1	ENSBTAG00000002704	+436		POMT2	protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]	10	89544117	89589129	-1				1	10:89588619-89590015	island	CpG:
10	90130963	23	20	86.9	1	ENSBTAG00000012106	0	intron	ADCK1	aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]	10	90002636	90134649	1				1	10:90132153-90132437	shore	CpG:
10	90912464	18	9	50																	
10	91533816	13	12	92.3																	
10	97784451	16	8	50																	
10	98235266	15	0	0														1	10:98231331-98235885	island	CpG:
10	98235684	44	0	0														1	10:98231331-98235885	island	CpG:
10	100735012	12	11	91.6	1	ENSBTAG00000001124	0	intron	GALC	galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]	10	100733238	100789765	-1							
10	101074562	24	10	41.6	1	ENSBTAG00000019355	+8363		KCNK10	potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]	10	100981353	101066199	-1							
10	101238212	39	36	92.3	1	ENSBTAG00000018596	0	exon	PTPN21	protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	10	101237134	101308928	-1				1	10:101236952-101239102	island	CpG:
10	101251490	36	26	72.2	1	ENSBTAG00000018596	0	intron	PTPN21	protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	10	101237134	101308928	-1				1	10:101252630-101252886	shore	CpG:
10	101251490	36	26	72.2	1	ENSBTAG00000018596	0	intron	PTPN21	protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	10	101237134	101308928	-1				2	10:101248094-101249713	shore	CpG:
10	101259973	11	3	27.2	1	ENSBTAG00000018596	0	intron	PTPN21	protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	10	101237134	101308928	-1				1	10:101259855-101261248	island	CpG:
10	101717776	19	0	0																	
10	102026354	23	1	4.3	1	ENSBTAG00000046684	0	intron			10	102020147	102300271	-1							
10	102152195	12	0	0	1	ENSBTAG00000046684	0	utr5			10	102020147	102300271	-1				1	10:102151242-102152523	island	CpG:
10	102346042	30	2	6.6																	
10	102434768	34	0	0											1	10:102434749-102434785	Simple_repeat	1	10:102434754-102435376	island	CpG:
10	102908424	13	1	7.6														1	10:102904218-102904680	shelves	CpG:
10	102939082	19	19	100	1	ENSBTAG00000005427	0	exon	NRDE2	UPF0614 protein C14orf102 homolog  [Source:RefSeq peptide;Acc:NP_001193436]	10	102933984	102966398	-1				1	10:102939070-102939366	island	CpG:
10	103112991	35	35	100														1	10:103112593-103113068	island	CpG:
10	103249834	13	0	0	1	ENSBTAG00000006392	0	intron	TTC7B	tetratricopeptide repeat domain 7B [Source:HGNC Symbol;Acc:HGNC:19858]	10	103185307	103381020	-1				1	10:103249615-103249995	island	CpG:
10	103473430	38	4	10.5														1	10:103473830-103474056	shore	CpG:
10	104176762	21	8	38	1	ENSBTAG00000007516	0	tss			10	104175768	104176772	-1							
10	104176762	21	8	38	2	ENSBTAG00000007516	0	promoter			10	104175768	104176772	-1							
10	104176762	21	8	38	3	ENSBTAG00000007516	0	exon			10	104175768	104176772	-1							
11	140398	33	2	6														1	11:140324-141276	island	CpG:
11	2305966	29	0	0	1	ENSBTAG00000018372	+723		STARD7	StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]	11	2286338	2305243	-1				1	11:2305120-2306402	island	CpG:
11	2400215	18	14	77.7	1	ENSBTAG00000012925	-1439		NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]	11	2401655	2435800	1	1	11:2400182-2400338	SINE	1	11:2401338-2401959	shore	CpG:
11	2489641	34	7	20.5	1	ENSBTAG00000002965	0	intron	NEURL3	neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]	11	2488165	2494781	-1				1	11:2490423-2491021	shore	CpG:
11	2490849	32	27	84.3	1	ENSBTAG00000002965	0	exon	NEURL3	neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]	11	2488165	2494781	-1				1	11:2490423-2491021	island	CpG:
11	2697892	21	21	100	1	ENSBTAG00000019213	0	intron	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]	11	2690660	2725964	1							
